Matricula,Carrera,Promedio
A60618,CARR62,90.728
A60619,CARR54,80.05
A60620,CARR73,89.906
A60621,CARR88,86.072
A60622,CARR88,87.236
A60623,CARR60,91.711
A60629,CARR42,92.787
A60631,CARR63,76.297
A60633,CARR75,88.09
A60634,CARR61,80.187
A60635,CARR72,81.55
A60636,CARR62,81.488
A60637,CARR97,86.77
A60638,CARR85,81.545
A60640,CARR58,93.79
A60641,CARR2,82.863
A60642,CARR42,91.469
A60644,CARR58,81.571
A60645,CARR60,94.615
A60646,CARR60,93.321
A60648,CARR62,85.763
A60649,CARR60,75.56
A60651,CARR84,77.629
A60652,CARR66,92.706
A60653,CARR99,80.016
A60654,CARR85,87.618
A60656,CARR54,86.134
A60659,CARR76,80.944
A60660,CARR86,78.296
A60661,CARR75,86.083
A60664,CARR62,84.2
A60666,CARR66,80.627
A60667,CARR97,81.666
A60668,CARR86,87.709
A60670,CARR2,82.951
A60671,CARR2,69.304
A60672,CARR85,80.375
A60679,CARR84,88.913
A60680,CARR85,78.645
A60681,CARR58,61.4
A60683,CARR58,76.226
A60684,CARR62,86.238
A60685,CARR73,86.055
A60686,CARR85,85.604
A60690,CARR85,84.355
A60691,CARR84,88.054
A60693,CARR103,76.666
A60694,CARR98,84.277
A60695,CARR42,85.964
A60696,CARR47,77.127
A60697,CARR103,84.27
A60703,CARR73,83.627
A60706,CARR54,89.245
A60707,CARR73,75.803
A60717,CARR84,93.589
A60719,CARR62,85.116
A60721,CARR84,88.685
A60723,CARR60,78.086
A60724,CARR112,81.459
A60725,CARR103,83.275
A60726,CARR66,90.283
A60727,CARR62,87.303
A60731,CARR63,84.69
A60733,CARR73,89.981
A60739,CARR98,87.454
A60745,CARR42,84.358
A60746,CARR107,74.5
A60749,CARR71,78.051
A60755,CARR62,87.673
A60756,CARR99,74.965
A60757,CARR84,89.931
A60760,CARR71,79.339
A60762,CARR77,82.833
A60763,CARR62,83.545
A60765,CARR84,76.794
A60767,CARR98,84.142
A60769,CARR75,70.212
A60770,CARR103,95.228
A60772,CARR103,86.537
A60777,CARR42,83.981
A60779,CARR75,85.457
A60780,CARR2,76.693
A60784,CARR85,80.186
A60786,CARR62,83.603
A60787,CARR66,79.132
A60788,CARR73,85.083
A60789,CARR77,87.431
A60790,CARR97,86
A60796,CARR110,77.31
A60798,CARR103,71.829
A60800,CARR42,96.446
A60801,CARR66,76.522
A60802,CARR85,88.07
A60804,CARR113,90.859
A60808,CARR73,76.603
A60817,CARR77,80.634
A60821,CARR85,74.326
A60822,CARR61,89.703
A60823,CARR71,84.888
A60825,CARR63,75.528
A60828,CARR103,71.69
A60829,CARR66,89.947
A60830,CARR60,81.351
A60832,CARR85,88.367
A60834,CARR65,90.716
A60835,CARR103,82.92
A60837,CARR62,88.4
A60838,CARR103,77.142
A60839,CARR103,83.054
A60841,CARR73,84.016
A60842,CARR66,83.894
A60843,CARR103,81.037
A60844,CARR110,83.963
A60848,CARR76,75.217
A60849,CARR72,75.416
A60851,CARR63,91.596
A60853,CARR62,70.413
A60856,CARR98,78.983
A60863,CARR62,94.216
A60864,CARR61,85.816
A60865,CARR103,89.66
A60866,CARR84,80.619
A60867,CARR75,88.253
A60868,CARR58,83.854
A60869,CARR61,85.947
A60876,CARR88,92.818
A60877,CARR66,82.923
A60878,CARR63,85.207
A60879,CARR2,89.588
A60881,CARR58,89.963
A60882,CARR73,83.732
A60883,CARR84,91
A60884,CARR63,86.803
A60885,CARR42,91.932
A60888,CARR62,93.825
A60890,CARR62,77.653
A60892,CARR97,78.019
A60894,CARR98,82.882
A60897,CARR99,78.333
A60899,CARR71,90.625
A60900,CARR110,88.232
A60904,CARR112,76.285
A60905,CARR2,80.355
A60909,CARR103,88.983
A60910,CARR103,80.578
A60912,CARR114,76
A60915,CARR54,77.396
A60920,CARR62,76.288
A60921,CARR85,83.326
A60922,CARR99,68.222
A60924,CARR71,83.169
A60925,CARR88,85.66
A60927,CARR103,86.472
A60930,CARR42,85.333
A60932,CARR98,73.58
A60933,CARR97,89.16
A60934,CARR2,81.051
A60938,CARR62,88.318
A60939,CARR53,74.156
A60941,CARR42,76.536
A60943,CARR73,83.844
A60977,CARR98,84.913
A60985,CARR62,87.22
A60992,CARR112,89.6
A60995,CARR84,78.379
A60999,CARR72,75.725
A61000,CARR103,90.396
A61002,CARR113,81.109
A61017,CARR66,95.09
A61018,CARR85,65.486
A61019,CARR103,67.185
A61022,CARR62,83.714
A61023,CARR66,83.238
A61028,CARR42,88.145
A61037,CARR97,89.574
A61039,CARR85,84.709
A61040,CARR103,71
A61047,CARR86,87.827
A61057,CARR97,85.962
A61063,CARR99,84.909
A61065,CARR46,86.053
A61070,CARR58,92.254
A61071,CARR66,90.839
A61072,CARR2,87.291
A61075,CARR76,76.86
A61076,CARR71,72.868
A61105,CARR66,86.347
A61107,CARR2,87.448
A61108,CARR54,84.491
A61109,CARR62,87.949
A61110,CARR97,81.604
A61111,CARR62,90.592
A61112,CARR2,89.76
A61113,CARR73,85
A61114,CARR62,77.437
A61116,CARR84,72.234
A61117,CARR97,83.254
A61118,CARR84,80.033
A61119,CARR97,88.886
A61124,CARR66,77.625
A61126,CARR112,80.745
A61129,CARR66,91.981
A61134,CARR42,85.666
A61135,CARR112,81.136
A61138,CARR62,77.842
A61139,CARR58,86.611
A61144,CARR103,74.576
A61145,CARR54,75.393
A61147,CARR98,87.28
A61148,CARR112,79.773
A61149,CARR112,77.054
A61151,CARR42,74.942
A61152,CARR60,87.982
A61153,CARR62,79.357
A61155,CARR54,77.535
A61156,CARR103,89.49
A61159,CARR42,81.91
A61161,CARR88,86.745
A61162,CARR84,79.339
A61164,CARR97,91.705
A61165,CARR65,82.595
A61167,CARR103,79.551
A61169,CARR60,87.673
A61184,CARR110,86
A61187,CARR98,80.967
A61200,CARR88,83.339
A61203,CARR62,81.868
A61206,CARR63,86.425
A61208,CARR97,83.078
A61209,CARR103,87.912
A61211,CARR88,87.872
A61212,CARR71,79.589
A61217,CARR97,79.148
A61218,CARR53,80.88
A61219,CARR62,87.72
A61220,CARR63,95.037
A61224,CARR73,76.304
A61229,CARR85,86.491
A61230,CARR110,79.489
A61233,CARR2,78.7
A61243,CARR62,79.317
A61244,CARR107,84.407
A61245,CARR85,86.207
A61247,CARR73,89.875
A61250,CARR103,70.897
A61251,CARR2,77.791
A61252,CARR86,78.882
A61254,CARR99,95.303
A61257,CARR84,73.309
A61258,CARR112,83.796
A61259,CARR103,80.162
A61261,CARR72,93.2
A61262,CARR99,81.171
A61264,CARR42,79.81
A61265,CARR75,72.5
A61266,CARR114,76.807
A61271,CARR2,74.604
A61272,CARR60,84.54
A61275,CARR75,74.74
A61276,CARR73,73.513
A61277,CARR61,84.953
A61278,CARR62,82.29
A61280,CARR73,86.379
A61281,CARR62,83.607
A61282,CARR88,93.483
A61284,CARR71,84.017
A61285,CARR103,89.5
A61286,CARR2,88.346
A61287,CARR104,84.818
A61288,CARR62,83.785
A61290,CARR66,84.015
A61291,CARR72,93.372
A61293,CARR114,86.446
A61295,CARR65,77.361
A61299,CARR86,85.893
A61300,CARR42,95.98
A61301,CARR97,80.862
A61302,CARR66,56.512
A61306,CARR63,81.689
A61307,CARR66,82.058
A61309,CARR84,85.403
A61311,CARR84,77.122
A61313,CARR63,76.517
A61314,CARR54,70.5
A61316,CARR103,77.795
A61317,CARR73,84.31
A61319,CARR2,85.804
A61320,CARR66,72.283
A61321,CARR84,81.98
A61323,CARR103,94.821
A61324,CARR85,81.877
A61326,CARR63,74.857
A61327,CARR42,79.543
A61332,CARR84,88.068
A61334,CARR103,85.819
A61338,CARR42,82.129
A61339,CARR110,90.175
A61340,CARR103,75.765
A61344,CARR114,80.461
A61345,CARR2,82.019
A61346,CARR63,78.977
A61347,CARR110,91.137
A61350,CARR62,77.769
A61351,CARR62,70.361
A61352,CARR98,90.661
A61355,CARR62,83.245
A61356,CARR110,89.35
A61357,CARR62,84.509
A61360,CARR62,72.65
A61363,CARR42,74.075
A61367,CARR112,79.727
A61373,CARR2,79.302
A61374,CARR2,79.292
A61375,CARR2,82.266
A61380,CARR103,71.333
A61382,CARR103,75.679
A61385,CARR54,78.777
A61386,CARR71,78.6
A61388,CARR2,75.75
A61389,CARR88,79.207
A61394,CARR84,78.054
A61396,CARR60,73.842
A61400,CARR113,75.381
A61404,CARR85,92.611
A61405,CARR63,82.156
A61407,CARR99,78.633
A61408,CARR73,77.428
A61409,CARR99,80.113
A61411,CARR62,87.745
A61413,CARR84,90.41
A61415,CARR99,84.534
A61417,CARR110,88.912
A61418,CARR85,83.142
A61419,CARR103,72.826
A61420,CARR103,80.409
A61421,CARR84,75.037
A61422,CARR64,75.883
A61423,CARR107,89.603
A61424,CARR76,88.611
A61425,CARR65,78.062
A61427,CARR66,84.649
A61429,CARR84,78.2
A61433,CARR42,76.538
A61434,CARR84,77.654
A61435,CARR103,81.672
A61436,CARR103,72.5
A61438,CARR62,80.434
A61439,CARR2,87.46
A61440,CARR98,93.8
A61442,CARR2,85.473
A61443,CARR112,70.28
A61444,CARR113,88.095
A61445,CARR85,83.02
A61446,CARR62,87.547
A61448,CARR97,83.584
A61449,CARR84,71.722
A61450,CARR42,92.915
A61451,CARR60,80.32
A61452,CARR84,78.24
A61453,CARR63,85.807
A61455,CARR103,78.517
A61457,CARR112,72.901
A61458,CARR98,94.196
A61459,CARR62,79.283
A61460,CARR65,79.307
A61461,CARR62,91.614
A61462,CARR75,76.517
A61465,CARR103,70.666
A61467,CARR110,85.927
A61469,CARR54,83.555
A61470,CARR2,87.739
A61472,CARR103,80.543
A61473,CARR62,76.76
A61474,CARR62,76.574
A61475,CARR66,87.559
A61476,CARR99,80.277
A61477,CARR84,85.203
A61478,CARR63,78.74
A61480,CARR62,80.527
A61481,CARR103,71.269
A61484,CARR42,80.462
A61485,CARR62,74.063
A61488,CARR63,77.456
A61490,CARR99,77.592
A61491,CARR99,78.232
A61494,CARR84,81.087
A61495,CARR54,77.746
A61497,CARR85,83.607
A61501,CARR75,81.428
A61506,CARR54,81.721
A61509,CARR85,78.163
A61512,CARR63,79.425
A61516,CARR75,75.457
A61540,CARR85,93.363
A61549,CARR112,81.63
A61550,CARR62,74.508
A61551,CARR61,76.616
A61553,CARR60,80.648
A61554,CARR63,84.035
A61555,CARR54,74.683
A61556,CARR103,79.591
A61563,CARR62,83.485
A61564,CARR2,73.114
A61565,CARR88,85.84
A61567,CARR112,83.578
A61570,CARR104,84.851
A61578,CARR58,80.551
A61580,CARR84,81.017
A61581,CARR62,82.54
A61588,CARR86,76.566
A61591,CARR86,80.631
A61592,CARR2,82.367
A61593,CARR62,85.034
A61596,CARR42,72.461
A61601,CARR42,76
A61609,CARR42,71.192
A61611,CARR76,79.511
A61612,CARR112,79.527
A61613,CARR99,87.203
A61614,CARR97,68.608
A61616,CARR75,75.234
A61619,CARR62,82.866
A61620,CARR58,72.631
A61621,CARR65,78.66
A61626,CARR58,68.254
A61639,CARR88,88.355
A61640,CARR62,76.096
A61690,CARR2,79.734
A61692,CARR99,93.301
A61693,CARR88,81.37
A61694,CARR77,87.627
A61695,CARR84,91.225
A61697,CARR76,87.454
A61700,CARR73,88.021
A61701,CARR66,82.086
A61704,CARR71,73.117
A61706,CARR99,74.86
A61707,CARR84,78.512
A61708,CARR103,81.877
A61709,CARR110,79.369
A61713,CARR62,90.517
A61718,CARR88,78.956
A61720,CARR72,79.866
A61721,CARR112,83.226
A61722,CARR110,95.283
A61729,CARR84,74.543
A61730,CARR88,95.208
A61734,CARR71,83.42
A61735,CARR99,72.037
A61736,CARR99,88.156
A61738,CARR84,75.918
A61739,CARR99,71.64
A61740,CARR73,80.519
A61742,CARR2,77.063
A61744,CARR97,82.272
A61745,CARR62,76.642
A61749,CARR85,71.296
A61750,CARR84,76.02
A61752,CARR99,68.807
A61755,CARR97,84.777
A61757,CARR42,94.034
A61758,CARR110,88.698
A61760,CARR110,78.131
A61761,CARR112,91.206
A61762,CARR2,82.384
A61764,CARR2,84.698
A61765,CARR62,79.913
A61766,CARR112,92.108
A61770,CARR66,93.816
A61771,CARR73,84.274
A61776,CARR110,88.375
A61777,CARR66,89.629
A61779,CARR60,75.951
A61781,CARR58,86.033
A61782,CARR65,73.72
A61783,CARR77,83.428
A61792,CARR84,85.288
A61794,CARR77,77.88
A61795,CARR84,92.464
A61796,CARR42,86.111
A61799,CARR103,89
A61802,CARR58,86.204
A61804,CARR112,82.93
A61805,CARR73,89.674
A61815,CARR66,85.937
A61819,CARR65,76.186
A61826,CARR84,82.268
A61831,CARR61,96.434
A61836,CARR60,84.162
A61837,CARR62,84.95
A61838,CARR103,76.736
A61840,CARR2,85.794
A61841,CARR98,85.717
A61842,CARR110,96.13
A61843,CARR84,76.878
A61844,CARR103,81.181
A61846,CARR66,67.931
A61847,CARR58,76.583
A61849,CARR88,93.361
A61851,CARR85,86.095
A61852,CARR42,88.446
A61854,CARR62,95.534
A61860,CARR84,93.79
A61863,CARR42,78.159
A61866,CARR75,75.172
A61871,CARR62,80.6
A61874,CARR62,79.583
A61875,CARR54,86.045
A61876,CARR42,76.98
A61877,CARR42,93.061
A61878,CARR62,85.627
A61879,CARR77,75.772
A61881,CARR66,97.456
A61883,CARR84,91.833
A61884,CARR85,78.977
A61886,CARR62,78.766
A61887,CARR62,91.222
A61888,CARR85,84.375
A61889,CARR85,82.891
A61895,CARR42,91.913
A61898,CARR42,91.4
A61899,CARR85,95.511
A61901,CARR61,74.641
A61902,CARR71,94.227
A61904,CARR75,83.619
A61905,CARR86,82.75
A61907,CARR110,93.716
A61908,CARR2,95.333
A61909,CARR97,74.05
A61917,CARR54,92.019
A61919,CARR62,79.923
A61920,CARR58,79.871
A61921,CARR98,86.595
A61926,CARR61,83.571
A61927,CARR88,90.853
A61930,CARR42,96.321
A61931,CARR88,73.121
A61932,CARR54,82.69
A61933,CARR62,90.355
A61934,CARR2,80.405
A61938,CARR62,81.075
A61939,CARR103,66.317
A61940,CARR66,82.238
A61941,CARR2,81.78
A61942,CARR103,86.156
A61943,CARR66,86.355
A61944,CARR62,89.853
A61946,CARR62,79.571
A61947,CARR97,92.613
A61952,CARR76,77.515
A61956,CARR66,80.133
A61957,CARR84,76.909
A61959,CARR103,89.511
A61961,CARR88,86.761
A61965,CARR99,84.581
A61966,CARR103,88.714
A61974,CARR62,76.692
A61976,CARR103,78.068
A61977,CARR54,83.4
A61978,CARR114,84.767
A61984,CARR63,77.727
A61988,CARR66,85.75
A61989,CARR66,75.575
A61990,CARR66,82.88
A61994,CARR66,86.512
A61995,CARR66,86.926
A61997,CARR54,81.511
A62000,CARR73,83.477
A62002,CARR62,90.024
A62006,CARR58,81.225
A62012,CARR63,73.228
A62013,CARR98,95.23
A62014,CARR113,78.276
A62016,CARR103,89.596
A62018,CARR60,87.089
A62019,CARR71,91.479
A62020,CARR103,95.116
A62021,CARR66,93.022
A62022,CARR66,79.711
A62023,CARR66,88.468
A62024,CARR42,91.066
A62025,CARR42,87.24
A62026,CARR66,84.465
A62027,CARR75,83.844
A62028,CARR112,91.955
A62030,CARR71,80.65
A62031,CARR71,77.777
A62032,CARR71,80.187
A62033,CARR42,91.936
A62034,CARR2,81.459
A62035,CARR103,84.369
A62036,CARR71,85.456
A62037,CARR65,81.152
A62041,CARR103,71.212
A62112,CARR58,85.208
A62125,CARR73,67.39
A62126,CARR75,80.688
A62128,CARR73,81.777
A62131,CARR73,88
A62132,CARR2,86.955
A62136,CARR58,69.5
A62137,CARR62,82.833
A62139,CARR99,77.738
A62140,CARR99,78.807
A62141,CARR54,88.767
A62143,CARR47,88.84
A62150,CARR42,81.923
A62158,CARR66,85.468
A62161,CARR66,80.634
A62162,CARR114,93.133
A62164,CARR63,90.404
A62165,CARR54,81.446
A62177,CARR103,74.957
A62188,CARR65,82.976
A62191,CARR99,52.235
A62195,CARR71,87.708
A62196,CARR103,96.666
A62203,CARR103,85.214
A62207,CARR42,81.477
A62209,CARR65,78.86
A62210,CARR65,81.184
A62212,CARR63,73.88
A62215,CARR62,77.818
A62218,CARR77,80.113
A62220,CARR84,93
A62223,CARR75,91
A62227,CARR42,61.973
A62230,CARR63,75.119
A62234,CARR85,88.564
A62235,CARR60,81.454
A62237,CARR88,85.866
A62238,CARR88,80.615
A62239,CARR85,80.074
A62240,CARR53,82.666
A62241,CARR62,76.586
A62243,CARR85,88.403
A62249,CARR88,77.456
A62252,CARR112,96.707
A62253,CARR66,84.979
A62254,CARR2,82.945
A62255,CARR103,85.538
A62256,CARR54,78.037
A62258,CARR85,85.49
A62259,CARR42,79.784
A62260,CARR110,81.648
A62263,CARR54,75.818
A62267,CARR77,91.844
A62269,CARR62,75.023
A62270,CARR99,86.978
A62273,CARR42,82.8
A62274,CARR2,78.19
A62275,CARR42,96.592
A62276,CARR84,84.483
A62288,CARR112,81.095
A62290,CARR86,72.6
A62291,CARR62,93.04
A62305,CARR85,72.391
A62312,CARR99,84.891
A62315,CARR84,68.957
A62321,CARR88,83.342
A62325,CARR86,70.956
A62327,CARR85,78.97
A62328,CARR85,89.725
A62330,CARR75,76.441
A62331,CARR98,90.224
A62333,CARR63,83.488
A62334,CARR62,90.913
A62335,CARR42,94.675
A62336,CARR62,90.666
A62338,CARR62,92.288
A62339,CARR60,89.888
A62341,CARR62,89.295
A62342,CARR71,88.9
A62343,CARR2,80.078
A62351,CARR110,84.352
A62352,CARR99,74.897
A62357,CARR99,87.545
A62359,CARR62,85.595
A62361,CARR63,80.893
A62362,CARR54,89.521
A62363,CARR58,83.952
A62364,CARR62,77.769
A62365,CARR84,80.767
A62366,CARR62,78.21
A62368,CARR58,78.952
A62370,CARR54,77.326
A62374,CARR103,84.127
A62375,CARR88,84.962
A62377,CARR103,88.392
A62378,CARR66,87.462
A62379,CARR103,83.547
A62380,CARR110,81
A62383,CARR63,81.648
A62384,CARR60,86.442
A62386,CARR75,90.62
A62388,CARR84,86.577
A62389,CARR62,74.666
A62392,CARR60,91.741
A62393,CARR72,87.45
A62394,CARR97,72.673
A62397,CARR97,77.297
A62398,CARR42,74.771
A62401,CARR88,73.564
A62404,CARR65,83.844
A62405,CARR66,75.372
A62406,CARR103,71.267
A62407,CARR65,85.836
A62408,CARR97,86.069
A62410,CARR84,93.821
A62411,CARR73,82.38
A62414,CARR65,71.437
A62418,CARR86,70.878
A62421,CARR110,88.02
A62422,CARR85,73.111
A62423,CARR103,77.106
A62424,CARR88,79.214
A62425,CARR42,86.909
A62426,CARR103,87.714
A62428,CARR98,91.605
A62431,CARR62,83
A62432,CARR62,86.818
A62433,CARR62,76.186
A62434,CARR62,94.34
A62438,CARR2,87.512
A62439,CARR54,88.75
A62443,CARR42,88.354
A62444,CARR58,87.697
A62446,CARR85,88.536
A62447,CARR62,77.121
A62454,CARR63,89.5
A62458,CARR103,91.638
A62460,CARR60,83.511
A62461,CARR62,77.225
A62463,CARR71,79.292
A62464,CARR58,76.697
A62468,CARR75,82.883
A62470,CARR98,86.2
A62471,CARR84,85.222
A62474,CARR2,82.657
A62475,CARR66,87.931
A62476,CARR85,84.548
A62478,CARR66,80.226
A62481,CARR2,83.384
A62487,CARR72,85.52
A62488,CARR65,72.696
A62490,CARR63,81.567
A62491,CARR103,80.909
A62492,CARR63,90.488
A62493,CARR61,88.585
A62494,CARR86,79.586
A62496,CARR72,84.883
A62508,CARR58,76.54
A62513,CARR65,77.463
A62516,CARR63,77.037
A62517,CARR99,80.194
A62519,CARR103,86.414
A62520,CARR66,93.469
A62523,CARR66,95.5
A62526,CARR88,88.24
A62528,CARR62,88.15
A62530,CARR112,84.083
A62533,CARR99,71.842
A62534,CARR2,82.972
A62545,CARR72,90.955
A62555,CARR77,84.627
A62556,CARR84,85.282
A62557,CARR42,74.863
A62562,CARR88,81.219
A62566,CARR63,81.361
A62570,CARR54,85.634
A62572,CARR62,86.914
A62577,CARR66,82.215
A62578,CARR63,81.142
A62581,CARR2,78.033
A62594,CARR114,86.043
A62599,CARR62,79.742
A62600,CARR71,86.375
A62602,CARR99,79.304
A62606,CARR98,91.414
A62612,CARR42,85.702
A62614,CARR66,82
A62617,CARR85,80.062
A62621,CARR99,84.666
A62623,CARR98,78.928
A62624,CARR84,91.204
A62632,CARR73,75.968
A62640,CARR66,85.595
A62641,CARR61,86.84
A62642,CARR66,74.564
A62647,CARR2,80.666
A62648,CARR63,93.255
A62649,CARR72,90.068
A62651,CARR72,82.459
A62652,CARR62,69.928
A62653,CARR76,83.5
A62656,CARR85,90.439
A62657,CARR113,89.951
A62660,CARR58,86.52
A62661,CARR54,76.5
A62664,CARR103,92.133
A62665,CARR54,84.051
A62666,CARR65,77.191
A62667,CARR71,84.882
A62668,CARR73,73.423
A62669,CARR62,90.913
A62670,CARR99,97.886
A62671,CARR65,83.543
A62673,CARR60,87.391
A62676,CARR42,90.529
A62677,CARR75,81.625
A62679,CARR85,90.934
A62681,CARR62,85.586
A62683,CARR66,83.191
A62684,CARR65,78.289
A62685,CARR54,88.023
A62689,CARR75,83.772
A62692,CARR99,84.545
A62693,CARR75,87.302
A62694,CARR77,91.488
A62695,CARR62,80.217
A62698,CARR63,85.853
A62700,CARR73,79.277
A62701,CARR63,86.863
A62702,CARR54,82.729
A62706,CARR62,79.891
A62707,CARR75,87.84
A62708,CARR75,86.06
A62710,CARR63,89.244
A62711,CARR62,88.869
A62713,CARR62,90.536
A62714,CARR58,77.977
A62715,CARR2,78.675
A62717,CARR98,89.108
A62718,CARR85,84.022
A62721,CARR58,75.818
A62722,CARR112,85.718
A62723,CARR112,78.666
A62724,CARR75,92.63
A62726,CARR84,86.612
A62728,CARR112,83.875
A62732,CARR84,94.34
A62734,CARR85,90.234
A62735,CARR61,91
A62736,CARR98,88.317
A62738,CARR62,93.232
A62740,CARR61,78.325
A62741,CARR112,82
A62745,CARR75,85.234
A62746,CARR62,93.093
A62747,CARR112,97
A62748,CARR97,87.317
A62749,CARR42,96.214
A62750,CARR85,81.734
A62751,CARR62,80.023
A62753,CARR72,86.418
A62754,CARR66,90.422
A62757,CARR99,80.75
A62760,CARR2,79.06
A62761,CARR112,82.162
A62765,CARR2,79.588
A62766,CARR62,91.159
A62767,CARR62,91.59
A62768,CARR84,79.309
A62769,CARR62,66.452
A62771,CARR75,76.857
A62772,CARR66,74.152
A62773,CARR2,80.739
A62778,CARR73,72.5
A62780,CARR112,96.585
A62783,CARR66,87.707
A62787,CARR112,89.162
A62788,CARR75,90.611
A62790,CARR62,80.375
A62792,CARR88,80.162
A62793,CARR103,88.589
A62795,CARR72,91.142
A62798,CARR103,75.06
A62799,CARR71,88.807
A62800,CARR66,85.195
A62803,CARR54,84.651
A62813,CARR62,75.564
A62814,CARR58,81.093
A62815,CARR66,84
A62816,CARR42,83.1
A62821,CARR71,80.523
A62825,CARR75,85.872
A62826,CARR62,71.613
A62830,CARR2,84.285
A62831,CARR103,85.548
A62832,CARR112,72.589
A62833,CARR77,84.431
A62836,CARR62,88.139
A62838,CARR110,75.142
A62842,CARR99,90.911
A62848,CARR62,67.297
A62849,CARR62,92.279
A62851,CARR97,90.613
A62852,CARR84,80.866
A62855,CARR97,92.103
A62858,CARR98,79.771
A62860,CARR85,70.785
A62861,CARR77,86.625
A62864,CARR99,79.794
A62867,CARR85,83.744
A62868,CARR62,75.736
A62872,CARR2,89.562
A62880,CARR46,83.217
A62882,CARR103,81.454
A62884,CARR99,83.953
A62886,CARR73,97.081
A62888,CARR58,77.625
A62892,CARR66,92.192
A62893,CARR103,84.923
A62896,CARR42,94.666
A62897,CARR77,71.032
A62898,CARR66,79.363
A62899,CARR42,86.488
A62900,CARR103,73.823
A62901,CARR85,76.892
A62902,CARR85,92.613
A62903,CARR62,77.8
A62904,CARR63,86.5
A62906,CARR58,79.32
A62907,CARR73,96.844
A62908,CARR53,74.454
A62914,CARR97,81.743
A62917,CARR73,73.575
A62918,CARR97,76.684
A62919,CARR2,88.763
A62920,CARR84,90.045
A62921,CARR84,75.187
A62923,CARR58,91.925
A62924,CARR62,73.666
A62927,CARR85,87.767
A62928,CARR2,77.121
A62929,CARR62,84.406
A62935,CARR65,78.441
A62937,CARR62,80.581
A62938,CARR54,89.217
A62941,CARR2,85.636
A62942,CARR63,81.772
A62943,CARR84,84.155
A62944,CARR66,79.789
A62945,CARR110,94.79
A62946,CARR62,73.771
A62947,CARR58,83.25
A62948,CARR114,80.722
A62949,CARR66,77.951
A62950,CARR71,70.285
A62951,CARR2,87.075
A62952,CARR54,78.285
A62953,CARR77,80.106
A62955,CARR85,80.789
A62956,CARR66,83.088
A62959,CARR99,73.923
A62960,CARR97,85
A62961,CARR63,88.291
A62963,CARR85,88.521
A62964,CARR110,83.404
A62969,CARR73,71.675
A62970,CARR84,79.551
A62971,CARR99,94.565
A62973,CARR2,74.909
A62974,CARR73,83.054
A62975,CARR62,81.282
A62977,CARR2,82.926
A62978,CARR88,72.763
A62982,CARR114,79.23
A62990,CARR103,84.755
A62992,CARR75,95.476
A62993,CARR66,74.378
A62994,CARR103,89.571
A62995,CARR66,74.425
A62996,CARR42,86.428
A62997,CARR75,85.69
A62998,CARR66,81.439
A63001,CARR99,87.446
A63002,CARR75,74.121
A63003,CARR62,90.547
A63007,CARR75,92.49
A63008,CARR114,70
A63014,CARR65,76
A63016,CARR54,78
A63018,CARR66,90.261
A63019,CARR63,92.238
A63020,CARR60,86.75
A63026,CARR58,79.75
A63029,CARR75,85.844
A63035,CARR99,76.8
A63040,CARR2,90.071
A63051,CARR62,79.644
A63055,CARR110,92.465
A63058,CARR63,78.255
A63073,CARR66,74.595
A63077,CARR76,87.5
A63078,CARR73,83.243
A63080,CARR42,85.468
A63084,CARR85,90.866
A63085,CARR65,86.186
A63091,CARR99,89.75
A63092,CARR66,77
A63095,CARR73,95.606
A63096,CARR98,86.682
A63097,CARR75,83.863
A63099,CARR99,94.825
A63103,CARR112,83.217
A63104,CARR2,85.111
A63106,CARR66,91.674
A63107,CARR66,92.066
A63109,CARR63,90.235
A63112,CARR104,90.325
A63116,CARR85,82.625
A63117,CARR65,80.173
A63118,CARR58,82.714
A63119,CARR42,76.268
A63120,CARR65,93.17
A63121,CARR75,74.931
A63123,CARR104,91.767
A63124,CARR85,81.736
A63125,CARR62,82.477
A63127,CARR60,82.6
A63133,CARR84,79.738
A63135,CARR103,91.458
A63136,CARR61,91.79
A63137,CARR110,85.261
A63138,CARR60,98.222
A63139,CARR97,93.162
A63141,CARR63,93.771
A63143,CARR73,87.595
A63149,CARR54,86.454
A63150,CARR103,88.615
A63151,CARR72,81.75
A63154,CARR71,93.045
A63156,CARR58,92.386
A63157,CARR65,79.242
A63159,CARR75,86.978
A63160,CARR2,93.131
A63161,CARR2,83.891
A63162,CARR85,78.783
A63164,CARR63,89.285
A63165,CARR66,96.25
A63167,CARR103,81.658
A63168,CARR62,81.574
A63169,CARR98,89.543
A63170,CARR76,90.777
A63171,CARR103,81.704
A63176,CARR112,81.45
A63178,CARR58,88
A63179,CARR86,89.113
A63180,CARR54,79.326
A63181,CARR62,95.209
A63182,CARR62,74.589
A63189,CARR84,79.325
A63192,CARR65,90.25
A63196,CARR103,90.872
A63198,CARR66,87.52
A63199,CARR97,86.666
A63200,CARR66,76.833
A63201,CARR64,86.658
A63205,CARR58,89.562
A63208,CARR66,81.655
A63209,CARR66,71
A63210,CARR54,80.439
A63213,CARR66,91.022
A63215,CARR2,84.051
A63217,CARR63,85.529
A63219,CARR63,79.931
A63220,CARR54,83.465
A63221,CARR103,80.595
A63224,CARR84,70.675
A63231,CARR73,73.555
A63234,CARR42,78.8
A63236,CARR99,90.6
A63237,CARR54,93.127
A63239,CARR62,81.857
A63241,CARR63,78.512
A63243,CARR63,76.842
A63244,CARR73,77.071
A63245,CARR66,79.952
